system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000009,37,200,198,33,28,27,45,42,33,28,0,1,794,31,68,-55,-4,-5,-55,-12,3,0,-10,844,68,-25,9,43,40,-47,-3,18,-102,17,-57,6,-5,5,-11,1,8.959446,363.41666,0.16416778,88562.664,0.012406,193.33333,292.25333,1.3659972,"{""type"":""Point"",""coordinates"":[101.54353655017918,21.721668011762496]}"
1_0000000000000000000b,40,202,200,36,31,29,56,49,42,29,0,1,1178,30,490,-53,-13,10,-69,-2,-17,0,-6,351,-4,51,-13,27,-13,-21,-1,24,1696,-10,-7,13,-28,-7,-14,-4,1.3636674,360.33334,0.11583445,88297.336,0.011496333,205.25,292.81665,1.3939972,"{""type"":""Point"",""coordinates"":[100.4496610934552,21.956667096380144]}"
1_0000000000000000000e,35,194,192,30,28,30,54,57,45,27,0,1,767,32,361,-77,30,-14,-43,4,-29,0,-6,-183,76,5,-7,82,-11,-8,0,24,762,13,33,-39,19,-20,-35,-1,8.000972,373.91666,0.17333445,90367.336,0.013512667,193.16667,293.73666,1.2659973,"{""type"":""Point"",""coordinates"":[101.42900453962143,21.949389843460924]}"
1_0000000000000000001d,34,194,193,30,28,29,60,59,41,27,0,1,1171,30,502,-38,0,6,-69,-14,-37,0,-8,-786,129,-51,3,86,-1,-10,2,20,826,23,-4,-32,-42,-30,-44,-1,7.0338635,364.0,0.17833444,89530.664,0.0124636665,210.08333,293.23,1.4539973,"{""type"":""Point"",""coordinates"":[99.66893492641158,22.36737705800883]}"
1_0000000000000000002e,41,197,195,34,26,24,33,30,22,25,0,1,105,31,1305,-90,-9,5,-74,-8,4,-3,-15,30,-25,47,-10,1,-27,-18,0,13,1700,-112,-12,-18,-86,-29,-14,-5,8.348003,408.5,0.26916778,98712.664,0.014828,169.08333,298.21332,1.6413305,"{""type"":""Point"",""coordinates"":[103.95659246255458,22.51398338244402]}"
1_00000000000000000034,37,202,200,34,35,35,69,58,49,35,0,1,1316,33,2225,-6,-10,-3,-16,-27,15,-6,-18,721,31,-56,9,4,-26,28,-3,18,2912,58,-33,-6,10,-58,51,-9,5.5157037,355.83334,0.17416778,85048.664,0.011718334,195.75,291.57,1.2673305,"{""type"":""Point"",""coordinates"":[100.98191277249767,22.768116469682013]}"
1_00000000000000000040,44,202,199,40,36,35,43,53,50,38,0,1,1317,16,-535,-82,18,0,-37,33,-6,2,-10,2140,86,-40,-6,1,-52,51,-7,8,290,-3,-5,3,0,-11,17,0,1.8543341,355.83334,0.17416778,85048.664,0.011718334,195.75,291.57,1.2673305,"{""type"":""Point"",""coordinates"":[100.9724773146686,22.785631818619947]}"
1_00000000000000000049,32,193,190,25,20,14,49,33,19,17,0,1,1055,36,-104,-163,17,-4,-34,-13,4,1,-20,-858,42,-18,11,76,14,-20,2,13,211,-114,37,-29,-16,-33,0,0,27.055182,393.75,0.20416778,94254.664,0.013349334,172.66667,296.57333,1.9413306,"{""type"":""Point"",""coordinates"":[103.63400771504514,22.905559341452374]}"
1_0000000000000000005a,35,200,195,30,29,30,48,57,46,28,0,1,1167,29,650,-97,17,9,-73,32,-19,-1,-13,137,46,-9,-2,53,-6,-54,0,12,201,-51,3,0,-21,12,-31,0,7.4642763,348.5,0.15500112,83092.0,0.009921334,175.25,289.91,2.1186638,"{""type"":""Point"",""coordinates"":[103.62780956458086,23.006348402563408]}"
1_0000000000000000005c,37,200,198,32,31,28,57,56,40,25,0,1,1301,31,1170,-58,16,-18,-82,4,-19,-2,-11,-253,-8,17,13,48,-33,-32,0,14,365,-58,39,-34,-72,-4,-35,0,2.9566462,352.33334,0.20916778,85270.664,0.010211,171.41667,290.03333,1.7733306,"{""type"":""Point"",""coordinates"":[104.38912972383987,22.993952101634832]}"
