system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000009,29,28,29,49,57,194,43,1,794,18,173,-48,-27,10,-43,12,-4,0,-4,-298,130,-40,42,23,0,-3,1,16,152,-14,-37,16,-29,-2,0,0,8.959446,365.0,0.19916777,88644.664,0.0127053335,183.5,291.8033,0.53866386,"{""type"":""Point"",""coordinates"":[101.54353655017918,21.721668011762496]}"
1_0000000000000000000b,29,29,31,57,71,196,47,1,1592,18,-128,327,-115,-32,131,-247,93,0,-3,444,340,-42,-45,307,-215,82,-3,16,-350,366,-119,-46,152,-261,101,1,24.777033,340.5,0.13416778,84163.336,0.010365333,197.91667,289.16666,0.7373305,"{""type"":""Point"",""coordinates"":[100.56796996260523,21.92351813914883]}"
1_0000000000000000000e,29,28,29,46,58,192,39,1,767,24,176,-196,42,14,-160,85,-48,0,1,274,290,-88,10,192,-162,112,-2,20,335,178,-57,-26,80,-199,88,-1,8.000972,372.83334,0.21166778,90452.664,0.013177667,182.75,293.12,0.52266383,"{""type"":""Point"",""coordinates"":[101.42900453962143,21.949389843460924]}"
1_0000000000000000001d,34,34,36,49,59,204,52,1,959,9,251,-31,4,0,-11,-3,6,0,0,514,95,-10,-15,21,20,-6,-2,8,429,-26,-1,-1,1,-9,17,-1,0.92740995,354.0,0.19000112,88318.664,0.011170667,206.0,291.99667,0.8919972,"{""type"":""Point"",""coordinates"":[99.58835451127476,22.325064648112683]}"
1_0000000000000000002e,36,30,24,38,24,196,15,1,93,13,1153,-140,29,-3,-98,-20,6,-4,-12,589,59,-24,1,17,-19,-2,-3,8,848,-120,16,-2,-109,6,-1,-3,4.093854,408.83334,0.2541678,98851.336,0.015633,138.91667,296.74332,1.7426639,"{""type"":""Point"",""coordinates"":[103.9654883691562,22.53203828260943]}"
1_00000000000000000034,29,25,25,41,44,192,32,1,1337,15,261,-44,12,-9,-45,-29,0,0,-5,-371,94,-3,-9,102,-13,-9,1,17,364,-5,14,-4,-30,-52,7,0,6.2248306,351.91666,0.20083445,85096.664,0.011130667,191.25,291.00665,0.81733054,"{""type"":""Point"",""coordinates"":[100.99161577638998,22.760839216762786]}"
1_00000000000000000040,37,31,29,37,25,194,20,1,1300,11,258,-20,26,0,-8,-15,-1,0,0,-532,118,-5,-16,69,-16,-13,2,11,166,-4,12,-3,-8,-19,0,0,1.3680393,360.0,0.19250111,87008.0,0.011764,192.5,292.33,0.83266383,"{""type"":""Point"",""coordinates"":[100.94984291772128,22.783478072811135]}"
1_00000000000000000049,28,23,19,35,31,189,20,1,1055,14,231,-164,11,14,-66,8,18,0,-11,-443,26,-39,-13,26,0,3,1,11,462,-142,10,4,-90,-15,19,-1,27.055182,392.41666,0.21833445,94379.336,0.014612,145.41667,294.51666,1.9879973,"{""type"":""Point"",""coordinates"":[103.63400771504514,22.905559341452374]}"
1_0000000000000000005a,30,27,28,44,57,194,44,1,1167,10,553,-74,3,-4,-56,26,0,-2,1,462,69,-12,-4,-5,13,-4,-2,8,405,-63,18,-16,-47,6,0,-1,7.4642763,346.75,0.17416778,83126.664,0.010771001,155.25,288.01666,2.102664,"{""type"":""Point"",""coordinates"":[103.62780956458086,23.006348402563408]}"
1_0000000000000000005c,38,34,32,47,65,197,45,1,1301,12,487,-130,52,-31,-87,17,-17,-1,-5,816,76,-33,58,59,-9,12,-4,9,467,-126,43,-33,-84,10,0,-1,2.9566462,353.41666,0.16500111,85362.0,0.010301334,157.25,289.52,1.5433306,"{""type"":""Point"",""coordinates"":[104.38912972383987,22.993952101634832]}"
1_0000000000000000005d,28,25,22,67,56,195,32,1,641,14,389,-141,34,-34,-180,-29,19,0,-11,153,78,-3,-10,38,-28,7,-1,10,162,-132,14,-35,-185,-41,41,0,20.289303,370.41666,0.15416779,89792.664,0.011463667,157.5,292.25665,1.4219972,"{""type"":""Point"",""coordinates"":[104.75375933518227,23.010660353282095]}"
1_00000000000000000069,27,22,18,31,34,188,24,1,1380,12,-356,-52,19,23,-9,-32,31,2,-8,917,50,7,43,16,0,-38,-5,11,139,-16,32,38,-32,-19,-12,0,11.38155,386.58334,0.15083444,92822.664,0.013523334,170.66667,295.12332,2.1659973,"{""type"":""Point"",""coordinates"":[102.87511330675919,23.100404221083746]}"
1_0000000000000000006c,28,26,26,37,49,194,37,1,1485,12,-52,-67,5,-2,-58,8,16,1,-2,-266,92,-9,-6,45,-40,11,1,11,-7,-34,15,-13,-32,-15,10,0,20.73641,347.08334,0.13333446,83181.336,0.010728001,170.25,289.01,2.3299973,"{""type"":""Point"",""coordinates"":[103.51974325055059,23.19661378541289]}"
1_0000000000000000006e,27,23,22,36,40,192,28,1,1517,14,450,-79,11,7,-32,17,-46,-1,-9,-480,82,6,-5,63,15,4,2,12,352,-43,3,-4,-40,-19,-49,0,6.1228857,350.83334,0.13583446,84881.336,0.010376,167.16667,289.63333,1.7553306,"{""type"":""Point"",""coordinates"":[104.23255730855024,23.112800522012325]}"
1_0000000000000000007e,29,27,29,32,38,191,33,1,1715,6,-224,-60,19,-6,-23,8,4,1,-6,30,92,18,2,36,0,3,0,5,-59,-22,8,-6,-11,-6,3,0,5.123334,350.91666,0.11083445,84748.664,0.010285667,182.58333,290.82333,2.3906639,"{""type"":""Point"",""coordinates"":[103.15484609314503,23.388493362843725]}"
1_00000000000000000089,27,23,22,30,35,189,26,1,1496,10,326,-68,32,0,-55,54,-21,0,-1,693,81,0,-22,27,-29,17,-3,11,364,-21,18,-12,-47,10,1,-1,19.691154,347.25,0.16333444,84184.0,0.010213667,183.41667,290.47665,1.0446639,"{""type"":""Point"",""coordinates"":[99.92899861805066,23.543719129615233]}"
