system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000004,39,204,202,37,39,41,82,64,50,35,0,1,1327,26,608,-127,20,16,-47,0,4,-1,-11,-849,58,0,-15,7,-22,0,2,20,518,-117,23,0,-46,-21,1,0,1.4878707,307.25,0.008751118,87151.0,0.0046185004,190.625,287.28998,2.1439972,"{""type"":""Point"",""coordinates"":[80.17584981644343,37.16262976233172]}"
1_00000000000000000031,48,203,201,47,35,37,58,67,61,33,1,1,3415,17,485,-60,8,-1,-41,20,-3,-1,-2,19,45,-15,-27,-44,-24,-20,0,12,572,-22,-4,-7,-35,7,-2,-1,2.3305838,242.75,0.060001116,68169.0,0.0036550004,199.875,273.75,2.8709974,"{""type"":""Point"",""coordinates"":[99.01702772970096,37.29845398041968]}"
1_00000000000000000037,30,191,191,27,27,31,57,57,45,29,1,1,3048,24,-523,-140,46,-10,-56,56,0,2,-15,3376,64,-37,77,62,-72,-20,-11,15,194,-109,36,1,-21,5,-3,0,18.679794,238.625,0.066251114,66950.0,0.0037200004,182.0,270.865,2.6539972,"{""type"":""Point"",""coordinates"":[101.96960811493699,37.31758798304002]}"
1_00000000000000000038,40,201,199,38,41,51,75,78,63,45,1,1,2759,15,149,-74,21,0,-53,41,0,0,-9,3492,27,7,65,-5,-54,-31,-11,10,817,-43,16,0,-38,10,-5,-2,8.328759,246.375,0.065001115,69252.0,0.0040500006,182.25,272.675,2.5949974,"{""type"":""Point"",""coordinates"":[102.10112484140731,37.231081422603175]}"
1_00000000000000000047,43,207,206,42,45,53,76,84,77,49,0,1,1482,16,-854,-66,12,18,-37,43,-7,3,-5,-64,13,-5,12,74,-19,-3,0,10,-565,-37,6,12,-11,9,4,2,5.6673217,287.5,0.061251115,84955.0,0.005315,171.25,281.28998,2.3649974,"{""type"":""Point"",""coordinates"":[108.39085632313277,37.330795840360324]}"
1_0000000000000000004a,43,205,202,41,42,43,62,66,57,45,0,1,1045,13,321,-62,-16,2,-40,11,2,0,-13,-1914,35,5,-38,-2,26,-47,5,8,-694,-49,-4,5,-31,21,-1,2,9.228245,297.125,0.07000112,88210.0,0.0056105005,168.375,283.08,2.3129973,"{""type"":""Point"",""coordinates"":[109.69197741951774,37.147807710430065]}"
1_00000000000000000053,46,206,204,45,46,51,75,73,64,53,0,1,1376,17,112,-67,14,2,-16,0,10,0,-10,-2903,13,-13,-15,-44,-15,-13,9,11,-606,-58,5,0,-26,-14,13,2,2.338474,301.25,0.015001117,86692.0,0.0046600006,193.875,286.04,1.7329972,"{""type"":""Point"",""coordinates"":[78.36862075049235,37.551779970366994]}"
1_00000000000000000080,45,201,200,44,44,46,53,49,46,44,1,1,2985,9,-78,-54,1,-5,-26,20,15,0,-13,1321,-8,-47,3,33,-7,-20,-4,6,56,-35,-9,2,-24,15,18,0,1.1667656,260.25,0.031251118,72106.0,0.0036655003,201.0,278.455,1.8349972,"{""type"":""Point"",""coordinates"":[97.35720762637469,37.36232614390924]}"
1_0000000000000000008a,41,201,200,39,44,45,70,62,53,40,0,1,2842,17,-853,-44,30,-5,-37,38,8,3,-21,3032,-54,-43,25,26,-30,-60,-10,10,-298,-44,28,0,-7,11,-5,1,2.978601,259.0,0.07000111,72816.0,0.004552,180.25,275.34497,1.7759972,"{""type"":""Point"",""coordinates"":[101.61360686413303,37.363940338490586]}"
1_0000000000000000008d,42,204,203,41,45,55,75,79,70,49,0,1,2074,12,-190,-50,15,0,-18,11,10,1,-12,1082,-32,-42,2,10,-21,-47,-3,8,391,-34,0,-2,-11,-4,2,0,1.4916565,281.625,0.036251117,81490.0,0.0057505006,187.875,281.205,4.9979973,"{""type"":""Point"",""coordinates"":[102.91230220954493,37.47443686259498]}"
1_00000000000000000090,40,208,204,38,39,44,83,72,59,31,0,1,1368,21,-1006,-76,24,-6,-55,0,4,3,-11,224,56,-7,-41,47,-57,16,-1,16,-1485,-68,18,-19,-38,-14,14,5,4.6273675,291.125,0.033751115,86084.0,0.0056370003,196.25,283.455,2.8179975,"{""type"":""Point"",""coordinates"":[104.92919820702903,37.43994125684553]}"
1_00000000000000000091,42,205,204,40,40,44,59,53,46,41,0,1,1229,11,-112,-67,9,11,-20,10,-1,0,-15,-294,31,27,-58,25,-29,12,0,9,-188,-60,9,-3,-18,0,6,0,1.1691885,296.0,0.027501117,87904.0,0.0056725005,196.875,284.585,2.5649972,"{""type"":""Point"",""coordinates"":[105.19060854718626,37.51755191068074]}"
1_00000000000000000092,45,205,203,44,47,55,74,76,68,46,0,1,1187,13,-121,-48,2,3,-35,15,11,0,-9,-45,19,-32,-40,15,-27,-18,0,9,-179,-37,0,-3,-21,4,4,0,1.8543341,296.5,0.027501117,88218.0,0.0054430002,195.5,284.775,2.1479974,"{""type"":""Point"",""coordinates"":[105.65629476570287,37.504080966398284]}"
1_00000000000000000093,39,205,202,36,35,35,70,48,35,38,0,1,1340,23,-700,-86,25,-2,-35,-8,14,3,-17,732,49,-25,-22,24,-13,-26,-2,15,-1013,-75,10,-7,-22,-19,13,3,1.490964,292.25,0.027501117,86729.0,0.0054450002,195.25,283.755,2.2789974,"{""type"":""Point"",""coordinates"":[106.06107412293046,37.417841952024645]}"
1_0000000000000000009e,47,206,203,45,41,44,67,80,69,47,0,1,688,19,-112,-61,-10,7,-24,2,2,0,-4,-754,12,6,-1,17,26,1,2,12,-340,-45,-6,11,-8,8,1,1,12.098643,311.625,0.06875111,92533.0,0.0061085,169.375,285.83,1.9789972,"{""type"":""Point"",""coordinates"":[110.74031207718286,37.45557040603785]}"
1_000000000000000000e0,41,204,202,40,42,49,79,78,65,45,0,1,1787,18,-444,-94,29,-2,-27,0,21,2,-12,626,18,-39,-8,18,-16,-50,-2,13,-122,-73,8,-3,-28,-4,11,0,2.5193825,285.125,0.033751115,82607.0,0.0059160003,187.625,281.885,4.6849976,"{""type"":""Point"",""coordinates"":[102.79911238840425,37.69191613917364]}"
1_000000000000000000e1,42,204,202,39,39,62,69,84,75,49,0,1,1789,6,-903,-56,27,-8,0,9,4,3,-6,601,-6,-29,-12,-1,-26,-36,-2,5,-446,-30,8,-3,2,8,2,1,1.4940767,285.125,0.033751115,82607.0,0.0059160003,187.625,281.885,4.6849976,"{""type"":""Point"",""coordinates"":[102.84681585147402,37.67116794197196]}"
1_000000000000000000e7,39,207,205,36,33,34,42,45,39,31,0,1,1351,8,-19,-55,-3,6,-33,25,-1,0,-6,550,16,-26,27,-4,-29,-9,-1,6,79,-39,-4,4,-17,3,3,0,1.495511,290.875,0.043751117,86735.0,0.0053010006,183.125,282.775,2.1199973,"{""type"":""Point"",""coordinates"":[107.40369607281987,37.786779054984656]}"
1_000000000000000000e8,47,208,205,45,44,48,56,58,53,44,0,1,1375,8,-40,-45,-7,3,-24,25,2,0,-8,1765,-16,-18,10,-19,-35,-14,-6,6,108,-27,-9,0,-13,2,4,0,2.516521,292.5,0.048751116,86481.0,0.0053910003,176.75,282.72998,2.2039971,"{""type"":""Point"",""coordinates"":[107.60366445956166,37.594092380263135]}"
1_000000000000000000ec,46,205,201,45,43,48,58,55,49,49,0,1,864,9,702,-40,-11,13,-22,9,12,-1,-12,-1434,14,-26,-17,2,10,-17,4,6,85,-30,-8,12,-18,12,6,0,2.521309,299.125,0.07125112,90372.0,0.0053645005,174.25,284.305,2.3009973,"{""type"":""Point"",""coordinates"":[110.17437188968161,37.75740249724455]}"
1_0000000000000000012f,47,205,203,47,53,62,83,90,81,55,0,1,1505,14,-392,-53,20,3,-22,15,3,1,-8,942,3,-24,-23,7,-12,-31,-3,10,32,-30,8,-5,-14,3,2,0,3.0180655,292.625,0.025001116,85559.0,0.0059250006,188.5,283.56,3.9619973,"{""type"":""Point"",""coordinates"":[102.74090328325258,37.94982162590284]}"
1_00000000000000000131,45,205,204,43,40,43,51,54,47,44,0,1,1131,8,-296,-60,-4,4,-18,16,2,1,-11,503,-16,-8,-37,3,-31,3,-1,6,30,-52,-1,-3,-9,1,6,0,1.1772119,296.625,0.027501117,89132.0,0.0054295007,192.75,284.635,1.9049972,"{""type"":""Point"",""coordinates"":[106.07239578050518,38.023396793284704]}"
1_00000000000000000132,49,204,203,48,48,49,63,54,47,47,0,1,1129,13,35,-78,23,-4,-23,28,-1,0,-17,-172,41,-7,-32,20,-35,5,0,8,-227,-56,23,-11,-12,7,1,1,0.92740995,297.75,0.027501117,89178.0,0.0055030007,188.875,284.525,1.8269973,"{""type"":""Point"",""coordinates"":[106.28960751102062,38.00560943918251]}"
1_00000000000000000135,41,208,205,40,42,49,86,93,81,45,0,1,1184,24,-479,-117,0,34,-107,81,-15,2,-5,-579,84,-1,-19,63,-40,-18,1,17,-369,-82,-6,19,-87,51,-10,1,4.38231,292.0,0.06375112,87582.0,0.0051190006,168.875,282.47,2.7739973,"{""type"":""Point"",""coordinates"":[109.06109042517305,37.83124521068961]}"
1_00000000000000000136,44,208,206,43,44,49,59,62,56,46,0,1,1108,9,535,-41,-5,12,-22,18,-5,-1,-9,-23,24,-10,-3,23,-23,-3,0,6,103,-25,-4,5,-9,3,5,0,13.198785,293.125,0.065001115,88353.0,0.0051110005,170.375,282.91,2.8499973,"{""type"":""Point"",""coordinates"":[109.2761484098797,37.96734143394183]}"
1_0000000000000000013e,53,207,204,52,48,50,75,75,68,51,0,1,1270,19,477,-70,14,21,-34,-2,2,0,-12,518,-5,9,-25,25,-10,-29,-2,10,412,-52,-1,9,-15,-13,-2,0,0.92740995,303.5,0.012501117,87947.0,0.0053895004,194.625,285.91498,1.5099972,"{""type"":""Point"",""coordinates"":[77.27258708885851,38.20018231364961]}"
1_00000000000000000161,46,210,209,46,48,54,58,62,51,51,1,1,2702,5,54,4,2,0,5,1,0,0,-3,570,0,-5,0,-26,3,-24,-1,4,133,4,0,0,1,0,-1,0,8.970371,254.25,0.0050011175,74512.0,0.0026160004,214.375,279.51,3.3429973,"{""type"":""Point"",""coordinates"":[91.90641141684455,38.08376410334625]}"
1_00000000000000000174,42,207,205,41,43,54,61,66,58,37,0,1,2745,6,188,-49,3,19,-15,24,0,0,-5,65,38,0,-33,6,-37,2,0,5,108,-25,5,1,-8,10,-5,0,1.8543341,242.75,0.051251113,71332.0,0.0035930006,193.625,273.265,2.5189972,"{""type"":""Point"",""coordinates"":[100.2453852150958,38.17754791670232]}"
1_00000000000000000178,55,204,201,54,55,58,69,67,63,37,0,1,1961,7,-491,-39,14,-1,-14,13,-4,1,-9,1587,-32,-37,-5,33,-10,0,-5,5,70,-27,4,-2,-4,4,1,0,3.0006135,274.625,0.025001116,81585.0,0.0046730004,189.75,280.405,3.0289974,"{""type"":""Point"",""coordinates"":[101.96988012010125,38.248692874010054]}"
1_0000000000000000017d,41,206,204,40,43,50,77,77,62,45,0,1,1130,16,206,-82,14,5,-50,36,-7,0,-9,838,36,-12,-44,25,-41,6,-3,12,131,-75,15,-8,-36,18,1,0,0.92740995,296.25,0.027501117,89182.0,0.0053855004,192.0,284.54498,1.8809972,"{""type"":""Point"",""coordinates"":[106.02011282065352,38.154369509426516]}"
1_0000000000000000017e,41,202,200,38,35,37,41,40,35,42,0,1,1124,9,-149,-58,-12,-2,-22,9,7,0,-13,1616,-1,0,1,-26,-27,13,-5,6,-4,-44,-11,-1,-14,-4,7,0,3.6502514,297.625,0.027501117,89256.0,0.0054585002,187.875,284.44,1.7639973,"{""type"":""Point"",""coordinates"":[106.32868261355196,38.09454175059243]}"
1_00000000000000000182,44,206,203,42,40,42,50,50,45,35,0,1,1093,8,445,-40,0,5,-13,6,1,-1,-12,-1670,18,-16,-10,2,18,-13,5,6,140,-35,-5,7,-13,12,2,0,3.6449373,287.625,0.07500112,88830.0,0.0048200004,181.5,283.01,2.7749972,"{""type"":""Point"",""coordinates"":[109.77579068291831,38.24949997130073]}"
1_00000000000000000189,47,209,205,47,50,55,84,75,62,54,0,1,1225,20,224,-67,7,43,-28,3,3,0,-16,-111,20,26,-30,22,-5,-25,0,11,143,-64,3,13,-18,-10,-6,0,1.8543341,304.5,0.011251117,88254.0,0.0053575,193.625,286.08,1.5459971,"{""type"":""Point"",""coordinates"":[77.28336473610469,38.351907686094165]}"
1_000000000000000001c0,44,205,202,44,49,57,88,86,75,51,0,1,2425,14,377,-101,32,-6,-31,27,6,0,-10,182,44,-36,-44,-48,-47,-2,0,10,160,-57,20,-20,-27,-1,9,0,3.0063624,253.375,0.041251116,76264.0,0.0034930003,190.0,275.87,2.3199973,"{""type"":""Point"",""coordinates"":[100.57093080570473,38.47264230621727]}"
1_000000000000000001c1,40,207,206,38,41,58,83,87,78,50,0,1,2269,12,110,-76,22,11,-21,17,-2,0,-8,0,22,-57,-66,-31,-40,-29,0,9,39,-49,16,-19,-20,3,-2,0,0.0,261.375,0.035001114,78445.0,0.0038105003,188.75,277.52002,2.5149975,"{""type"":""Point"",""coordinates"":[100.84850984628173,38.45027545533318]}"
1_000000000000000001c3,41,205,203,40,44,52,83,77,64,48,0,1,2021,18,200,-60,21,0,-35,4,8,0,-9,401,5,-32,-17,55,2,-9,-1,14,612,-57,11,-5,-33,0,6,-1,0.0,271.25,0.026251117,80950.0,0.0043965005,189.875,279.77997,2.9759974,"{""type"":""Point"",""coordinates"":[101.82327379566607,38.34544198956667]}"
